authors,avg_rating,ratings_count,title
Diana Gabaldon,4.7,679,"Outlander 4-Copy Boxed Set: Outlander, Dragonfly in Amber, Voyager, Drums of Autumn"
Jason Barron,4.9,29,The Visual MBA: Two Years of Business School Packed into One Priceless Book of Pure Awesomeness
Dr. Seuss,4.5,1434,You're Only Old Once!: A Book for Obsolete Children
Patrice Karst,4.8,98,The Invisible String
Deborah Diesen,4.6,50,"The Pout-Pout Fish, Far, Far from Home (A Pout-Pout Fish Adventure)"
Tom Standage,4.4,664,A History of the World in 6 Glasses
Matthew McKay,4.5,900,"The Dialectical Behavior Therapy Skills Workbook: Practical DBT Exercises for Learning Mindfulness, Interpersonal Effectiveness, Emotion Regulation & ... (A New Harbinger Self-Help Workbook)"
Ryan Holiday,4.7,833,"The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
Carol Taylor,4.2,13,Fundamentals of Nursing: The Art and Science of Person-Centered Care
Jean Reagan,4.8,859,How to Babysit a Grandma (How To...relationships)
Bill Burnett,4.5,382,"Designing Your Life: How to Build a Well-Lived, Joyful Life"
Stephen King,4.8,3413,On Writing: 10th Anniversary Edition: A Memoir of the Craft
C. S. Lewis,4.7,3296,Mere Christianity
David M Greene,4.7,73,"Buy, Rehab, Rent, Refinance, Repeat: The BRRRR Rental Property Investment Strategy Made Simple"
Malala Yousafzai,4.8,568,I Am Malala: How One Girl Stood Up for Education and Changed the World (Young Readers Edition)
M Prefontaine,4.5,105,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids)
Tiffany Jenkins,4.9,2449,High Achiever: The Incredible True Story of One Addict's Double Life
Jordan Lee Dooley,4.9,347,Own Your Everyday: Overcome the Pressure to Prove and Show Up for What You Were Made to Do
Antoni Porowski,N/A,0,Antoni in the Kitchen
Mat Best,N/A,0,Thank You for My Service
Jimmy Fallon,4.3,432,Everything Is Mama
Rick Riordan,N/A,0,"The Tyrant's Tomb (The Trials of Apollo, Book Four)"
Brighter Child,4.5,809,"Carson Dellosa - Alphabet Flash Cards - 54 Cards for Toddler Early Learning, Uppercase and Lowercase Letters, ABCs with Bonus Game Card, Ages 4+ (Brighter Child Flash Cards)"
Kerry Lonsdale,4.2,582,Last Summer: A Novel
Edith Hamilton,4.4,630,Mythology: Timeless Tales of Gods and Heroes
Inc. Peter Pauper Press,4.6,2366,The Personal Internet Address & Password Logbook
Dan Santat,4.7,291,After the Fall (How Humpty Dumpty Got Back Up Again)
E. B White,4.8,1615,Charlotte's Web
Jon Gordon,4.8,148,The Coffee Bean: A Simple Lesson to Create Positive Change
Kate DiCamillo,4.8,1273,Because of Winn-Dixie
Seamus Heaney,4.4,451,Beowulf: A New Verse Translation (Bilingual Edition)
Julie Ann Walker,4.5,137,In Moonlight and Memories: Volume One
Jason Reynolds,4.8,235,Ghost (1) (Track)
Nicole Dennis-Benn,4.7,25,Patsy: A Novel
Eric Schmidt,4.5,163,Trillion Dollar Coach: The Leadership Playbook of Silicon Valley's Bill Campbell
Kurt Vonnegut,4.2,3021,Slaughterhouse-Five: A Novel (Modern Library 100 Best Novels)
Catherine D. Hughes,4.8,1277,National Geographic Little Kids First Big Book of Space (National Geographic Little Kids First Big Books)
Law School Admission Council,4.7,69,"10 Actual, Official LSAT PrepTests Volume VI: (PrepTests 72–81)"
Kevin Henkes,4.7,398,Chrysanthemum
John Boyne,4.6,1982,The Boy in the Striped Pajamas
Dan Dobbs,2.9,8,"Torts and Compensation, Personal Accountability and Social Responsibility for Injury, Concise (American Casebook Series)"
Daniel James Brown,4.8,20963,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics
Erik Larson,4.3,5934,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America"
Edith Hamilton,4.4,630,Mythology: Timeless Tales of Gods and Heroes
Inc. Peter Pauper Press,4.6,2366,The Personal Internet Address & Password Logbook
Dan Santat,4.7,291,After the Fall (How Humpty Dumpty Got Back Up Again)
E. B White,4.8,1615,Charlotte's Web
Nelson DeMille,4.0,3098,The Cuban Affair: A Novel
Sophie Ranald,4.0,101,Sorry Not Sorry: The perfect laugh out loud romantic comedy
Jon Gordon,4.8,148,The Coffee Bean: A Simple Lesson to Create Positive Change
Kate DiCamillo,4.8,1273,Because of Winn-Dixie
Seamus Heaney,4.4,451,Beowulf: A New Verse Translation (Bilingual Edition)
Julie Ann Walker,4.5,137,In Moonlight and Memories: Volume One
Jason Reynolds,4.8,235,Ghost (1) (Track)
Nicole Dennis-Benn,4.7,25,Patsy: A Novel
Eric Schmidt,4.5,163,Trillion Dollar Coach: The Leadership Playbook of Silicon Valley's Bill Campbell
"Brown PhD, Michael L.",4.6,23,Jezebel's War With America: The Plot to Destroy Our Country and What We Can Do to Turn the Tide
Sandra Boynton,4.8,1328,Moo Baa La La La
School Zone,4.6,534,"School Zone - Preschool Scholar Workbook - 64 Pages, Ages 3 to 5, Preschool to Kindergarten, Reading Readiness, Early Math, Science, ABCs, Writing, and More"
Raj Haldar,4.6,456,P Is for Pterodactyl: The Worst Alphabet Book Ever
Sue Johnson,4.6,742,Hold Me Tight: Seven Conversations for a Lifetime of Love
Teacher Created Resources Staff,4.5,414,Teacher Record Book
Yukito Kishiro,4.6,64,Battle Angel Alita Deluxe Complete Series Box Set
Joyce Meyer,4.8,1090,Trusting God Day by Day: 365 Daily Devotions
Anna Todd,4.6,65,"Anna Todd's The After Series 5 Books Set (After Ever Happy, After, After We Collided, After We Fell, Before)"
Scarlett Wing,4.7,58,Potty Time! (Daniel Tiger) (Daniel Tiger's Neighborhood)
Cormac McCarthy,4.1,4644,The Road
Wizards RPG Team,4.7,436,Dungeon Master's Screen Reincarnated (Dungeons & Dragons)
Harvey Karp,4.4,484,The Happiest Baby on the Block; Fully Revised and Updated Second Edition: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer
Matthew Paul Turner,4.9,373,When I Pray for You
Suzanne Stabile,4.6,142,The Path Between Us: An Enneagram Journey to Healthy Relationships
Jimmy Fallon,4.2,1789,Your Baby's First Word Will Be DADA
Anna Todd,4.2,393,After We Collided (The After Series Book 2)
J. R. R. Tolkien,4.7,9058,The Hobbit
Gary Chapman,4.7,1158,The 5 Love Languages of Children: The Secret to Loving Children Effectively
"Gundry  MD, Dr. Steven R",4.3,126,The Longevity Paradox: How to Die Young at a Ripe Old Age (The Plant Paradox)
Milton William Cooper,4.4,1052,Behold a Pale Horse
Joseph Slate,4.7,164,Miss Bindergarten Gets Ready for Kindergarten
Phil Knight,4.8,2798,Shoe Dog: A Memoir by the Creator of Nike
Ben Folds,4.7,10,A Dream About Lightning Bugs: A Life of Music and Cheap Lessons
Andrew Rea,N/A,0,Binging with Babish: 100 Recipes Recreated from Your Favorite Movies and TV Shows
Sonya Renee Taylor,4.7,163,"Celebrate Your Body (and Its Changes, Too!): The Ultimate Puberty Book for Girls"
Leslie Patricelli,4.6,3375,Potty (Leslie Patricelli board books)
Timothy Keller,4.8,1289,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God
Marcin Batylda,N/A,0,The World of Cyberpunk 2077
Jacqueline Woodson,4.8,207,Each Kindness (Jane Addams Award Book (Awards))
Gina Homolka,4.7,2413,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor"
Agatha Christie,4.5,2409,And Then There Were None
Jimmy Fallon,4.2,1789,Your Baby's First Word Will Be DADA
J. R. R. Tolkien,4.7,9058,The Hobbit
Gary Chapman,4.7,1158,The 5 Love Languages of Children: The Secret to Loving Children Effectively
"Gundry  MD, Dr. Steven R",4.3,126,The Longevity Paradox: How to Die Young at a Ripe Old Age (The Plant Paradox)
Milton William Cooper,4.4,1052,Behold a Pale Horse
Joseph Slate,4.7,164,Miss Bindergarten Gets Ready for Kindergarten
Phil Knight,4.8,2798,Shoe Dog: A Memoir by the Creator of Nike
Ben Folds,4.7,10,A Dream About Lightning Bugs: A Life of Music and Cheap Lessons
Andrew Rea,N/A,0,Binging with Babish: 100 Recipes Recreated from Your Favorite Movies and TV Shows
Sonya Renee Taylor,4.7,163,"Celebrate Your Body (and Its Changes, Too!): The Ultimate Puberty Book for Girls"
Leslie Patricelli,4.6,3375,Potty (Leslie Patricelli board books)
Timothy Keller,4.8,1289,The Meaning of Marriage: Facing the Complexities of Commitment with the Wisdom of God
Marcin Batylda,N/A,0,The World of Cyberpunk 2077
Jacqueline Woodson,4.8,207,Each Kindness (Jane Addams Award Book (Awards))
Gina Homolka,4.7,2413,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor"
Agatha Christie,4.5,2409,And Then There Were None
Mark Rader,4.5,400,"World of Eric Carle, Around the Farm 30-Button Sound Book - PI Kids"
Colleen Hoover,4.7,2988,Verity
Nelson A Denis,4.9,507,War Against All Puerto Ricans: Revolution and Terror in America's Colony
David D. Burns,4.4,1612,Feeling Good: The New Mood Therapy
Lee Child,4.7,8,Blue Moon: A Jack Reacher Novel
Bryan R Johnson,4.5,70,Code 7: Cracking the Code for an Epic Life
George Fisher,4.1,32,"Evidence, 3d (University Casebook Series)"
Peter Pauper Press,4.6,560,"I'm Dead, Now What?: Important Information About My Belongings, Business Affairs, and Wishes"
Cecelia Watson,4.5,10,"Semicolon: The Past, Present, and Future of a Misunderstood Mark"
"Gilbert, David N., M.D.",3.3,11,The Sanford Guide to Antimicrobial Therapy 2019: 50 Years: 1969-2019
James Dean,4.8,487,Pete the Cat: Rocking in My School Shoes
Jon Meacham,4.5,116,"Songs of America: Patriotism, Protest, and the Music That Made a Nation"
"Pearson Education, Hall H",3.9,2063,MyMathLab: Student Access Kit
J L Collins,4.8,806,"The Simple Path to Wealth: Your road map to financial independence and a rich, free life"
Queen Afua,4.7,387,"Sacred Woman: A Guide to Healing the Feminine Body, Mind, and Spirit"
Steven Pressfield,4.5,3351,The War of Art
Barney Saltzberg,4.8,787,Beautiful Oops!
School Zone,4.7,432,"School Zone - Big First Grade Workbook - Ages 6 to 7, 1st Grade, Basic Math, Addition & Subtraction, Telling Time, Reading, Phonics, and More (School Zone Big Workbook Series)"
Jessica Bishop,4.6,275,"The Budget-Savvy Wedding Planner & Organizer: Checklists, Worksheets,  and Essential Tools to Plan the Perfect Wedding on a Small Budget"
Karen M. McManus,4.5,849,One of Us Is Lying
Wizards RPG Team,4.5,94,Dungeons & Dragons Ghosts of Saltmarsh Hardcover Book (D&D Adventure)
"Van Dusen, Chris",5.0,10,If I Built a School
Ishmael Beah,4.6,1853,A Long Way Gone: Memoirs of a Boy Soldier
Daniele Bott,4.7,240,Chanel: Collections and Creations
Hans Rosling,4.6,1068,Factfulness: Ten Reasons We're Wrong About the World--and Why Things Are Better Than You Think
Dan Schilling,4.8,94,Alone at Dawn: Medal of Honor Recipient John Chapman and the Untold Story of the World's Deadliest Special Operations Force
N/A,4.6,963,Start Where You Are: A Journal for Self-Exploration
"Moore MSc  PhD  Hon. DSc  FIAC, Keith L.",4.0,20,Clinically Oriented Anatomy
Paul McCartney,N/A,0,Hey Grandude!
Kendall Ryan,4.6,194,Playing for Keeps (Hot Jocks Book 1)
Megan Devine,4.8,457,It's OK That You're Not OK: Meeting Grief and Loss in a Culture That Doesn't Understand
T. D. Jakes,4.8,233,Crushing: God Turns Pressure into Power
HESI,4.3,547,Admission Assessment Exam Review
Barney Saltzberg,4.8,787,Beautiful Oops!
School Zone,4.7,432,"School Zone - Big First Grade Workbook - Ages 6 to 7, 1st Grade, Basic Math, Addition & Subtraction, Telling Time, Reading, Phonics, and More (School Zone Big Workbook Series)"
Jessica Bishop,4.6,275,"The Budget-Savvy Wedding Planner & Organizer: Checklists, Worksheets,  and Essential Tools to Plan the Perfect Wedding on a Small Budget"
Karen M. McManus,4.5,849,One of Us Is Lying
Wizards RPG Team,4.5,94,Dungeons & Dragons Ghosts of Saltmarsh Hardcover Book (D&D Adventure)
"Van Dusen, Chris",5.0,10,If I Built a School
Ishmael Beah,4.6,1853,A Long Way Gone: Memoirs of a Boy Soldier
Daniele Bott,4.7,240,Chanel: Collections and Creations
Hans Rosling,4.6,1068,Factfulness: Ten Reasons We're Wrong About the World--and Why Things Are Better Than You Think
Dan Schilling,4.8,94,Alone at Dawn: Medal of Honor Recipient John Chapman and the Untold Story of the World's Deadliest Special Operations Force
N/A,4.6,963,Start Where You Are: A Journal for Self-Exploration
"Moore MSc  PhD  Hon. DSc  FIAC, Keith L.",4.0,20,Clinically Oriented Anatomy
Paul McCartney,N/A,0,Hey Grandude!
Kendall Ryan,4.6,194,Playing for Keeps (Hot Jocks Book 1)
Megan Devine,4.8,457,It's OK That You're Not OK: Meeting Grief and Loss in a Culture That Doesn't Understand
Pam Muñoz Ryan,4.7,883,Esperanza Rising (Scholastic Gold)
Mark Teague,4.7,89,How I Spent My Summer Vacation (Dragonfly Books)
Dale Bredesen,4.6,796,The End of Alzheimer's: The First Program to Prevent and Reverse Cognitive Decline
Lin-Manuel Miranda,4.8,2163,Hamilton: The Revolution
Daniel Coyle,4.8,297,The Culture Code: The Secrets of Highly Successful Groups
Kathryne Taylor,4.8,758,Love Real Food: More Than 100 Feel-Good Vegetarian Favorites to Delight the Senses and Nourish the Body
Darren Hardy,4.8,2066,The Compound Effect: Multiply Your Success One Simple Step at a Time
Thanhha Lai,4.6,636,Inside Out and Back Again
Alvin Schwartz,4.5,5,Scary Stories to Tell in the Dark: Three Books to Chill Your Bones: All 3 Scary Stories Books with the Original Art!
Cara Natterson,4.8,266,Guy Stuff: The Body Book for Boys
Anna Todd,4.1,992,After (The After Series Book 1)
Daniel R. Day,5.0,35,Dapper Dan: Made in Harlem: A Memoir
Thomas Phelan,4.4,515,"1-2-3 Magic: 3-Step Discipline for Calm, Effective, and Happy Parenting"
Chris Ferrie,4.4,58,Baby University ABC's Four-Book Set
Andrea Beaty,4.8,634,"Iggy Peck, Architect"
Gary Keller,4.7,2688,The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results
Jim Clifton,4.2,30,It's the Manager: Gallup finds the quality of managers and team leaders is the single biggest factor in your organization's long-term success.
Robert Sabuda,4.9,1336,Encyclopedia Prehistorica Dinosaurs : The Definitive Pop-Up
Editors of Phoenix International Publications,4.6,33,Disney Pixar - Toy Story 4 Look and Find - PI Kids
Priscilla Shirer,4.8,821,The Armor of God
Rick Warren,4.7,2077,The Purpose Driven Life: What on Earth Am I Here For?
Nick Cafardo,4.2,42,If These Walls Could Talk: Boston Red Sox
Workman Publishing,4.6,252,Everything You Need to Ace World History in One Big Fat Notebook: The Complete Middle School Study Guide (Big Fat Notebooks)
"Agabegi MD, Dr. Steven",3.6,11,Step-Up to Medicine (Step-Up Series)
Peter Pauper Press Inc.,4.4,341,Essentials Weekly Planner Stickers (Set of 575 Stickers)
Saint Mary's Press,4.9,35,"The Catholic Youth Bible, 4th Edition, NABRE: New American Bible Revised Edition"
William Shakespeare,4.3,799,Macbeth (Folger Shakespeare Library)
"Weseley Ed.D., Allyson J.",4.7,149,Barron's AP Psychology with Online Tests
Darril Gibson,4.5,329,CompTIA Security+ Get Certified Get Ahead: SY0-501 Study Guide
Patrick M. Lencioni,4.7,471,The Ideal Team Player: How to Recognize and Cultivate The Three Essential Virtues
Roger Fisher,4.5,772,Getting to Yes: Negotiating Agreement Without Giving In
Robin Wall Kimmerer,4.8,561,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants"
Gary Keller,4.7,2688,The ONE Thing: The Surprisingly Simple Truth Behind Extraordinary Results
Jim Clifton,4.2,30,It's the Manager: Gallup finds the quality of managers and team leaders is the single biggest factor in your organization's long-term success.
Robert Sabuda,4.9,1336,Encyclopedia Prehistorica Dinosaurs : The Definitive Pop-Up
Scott Sutton,4.9,112,I Love You Like...
Editors of Phoenix International Publications,4.6,33,Disney Pixar - Toy Story 4 Look and Find - PI Kids
Priscilla Shirer,4.8,821,The Armor of God
Rick Warren,4.7,2077,The Purpose Driven Life: What on Earth Am I Here For?
Nick Cafardo,4.2,42,If These Walls Could Talk: Boston Red Sox
Workman Publishing,4.6,252,Everything You Need to Ace World History in One Big Fat Notebook: The Complete Middle School Study Guide (Big Fat Notebooks)
"Agabegi MD, Dr. Steven",3.6,11,Step-Up to Medicine (Step-Up Series)
Peter Pauper Press Inc.,4.4,341,Essentials Weekly Planner Stickers (Set of 575 Stickers)
Saint Mary's Press,4.9,35,"The Catholic Youth Bible, 4th Edition, NABRE: New American Bible Revised Edition"
William Shakespeare,4.3,799,Macbeth (Folger Shakespeare Library)
"Weseley Ed.D., Allyson J.",4.7,149,Barron's AP Psychology with Online Tests
Darril Gibson,4.5,329,CompTIA Security+ Get Certified Get Ahead: SY0-501 Study Guide
Patrick M. Lencioni,4.7,471,The Ideal Team Player: How to Recognize and Cultivate The Three Essential Virtues
Darril Gibson,4.5,329,CompTIA Security+ Get Certified Get Ahead: SY0-501 Study Guide
Patrick M. Lencioni,4.7,471,The Ideal Team Player: How to Recognize and Cultivate The Three Essential Virtues
Roger Fisher,4.5,772,Getting to Yes: Negotiating Agreement Without Giving In
Robin Wall Kimmerer,4.8,561,"Braiding Sweetgrass: Indigenous Wisdom, Scientific Knowledge and the Teachings of Plants"
Tom Rath,4.1,617,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow"
"Hartwig Urban, Melissa",4.5,391,The Whole30 Fast & Easy Cookbook: 150 Simply Delicious Everyday Recipes for Your Whole30
Sharon Maas,3.7,28,The Violin Maker's Daughter: Absolutely heartbreaking World War 2 historical fiction
James Rickards,3.9,28,Aftermath: Seven Secrets of Wealth Preservation in the Coming Chaos
John Steinbeck,4.2,739,The Pearl
Angela Marsons,4.7,98,Child's Play: A totally unputdownable serial killer thriller (Detective Kim Stone Crime Thriller Book 11)
Gregg Jarrett,N/A,0,Witch Hunt: The Story of the Greatest Mass Delusion in American Political History
America's Test Kitchen,4.6,130,Vegetables Illustrated: An Inspiring Guide with 700+ Kitchen-Tested Recipes
Esther Pia Cordova,4.6,54,"I Can't Do That, YET: Growth Mindset"
Crazy Tired Beetches,4.3,137,Fuck This Shit Show: A Gratitude Journal for Tired-Ass Women (Cuss Words Make Me Happy)
William Kamkwamba,4.7,297,"The Boy Who Harnessed the Wind, Young Reader's Edition"
Inglath Cooper,4.3,1705,That Month in Tuscany
Roger Price,4.8,355,Mad Libs on the Road
C. S. Lewis,4.6,2337,The Screwtape Letters
Rodman Philbrick,4.6,596,Freak the Mighty (Scholastic Gold)
Allen Carr,4.7,1420,Allen Carr's Easy Way To Stop Smoking
Graham Greene,4.3,149,The Heart of the Matter
"Agassi Ph.D., Martine",4.5,579,Hands Are Not for Hitting (Board Book) (Best Behavior Series)
Kaplan Test Prep,4.6,140,ASVAB Prep Plus 2018-2019: 6 Practice Tests + Proven Strategies + Online + Video (Kaplan Test Prep)
J.K. Rowling,4.8,564,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)"
David Lagercrantz,N/A,0,"The Girl Who Lived Twice: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series"
Gregory Boyle,4.8,702,Tattoos on the Heart: The Power of Boundless Compassion
Penelope Sky,3.6,34,The Scotch Series Boxset: Contemporary Dark Romance
Yann Martel,4.4,6777,Life of Pi
Pete Buttigieg,4.8,509,Shortest Way Home: One Mayor's Challenge and a Model for America's Future
"Greene PhD, Ross W.",4.6,397,"Explosive Child, The: A New Approach For Understanding And Parenting Easily Frustrated, Chronically Inflexible Children"
Andrzej Sapkowski,4.6,1476,The Last Wish: Introducing the Witcher
Meredith Jacobs,4.8,813,"Just Between Us: Mother & Daughter: A No-Stress, No-Rules Journal (Activity Journal for Teen Girls and Moms, Diary for Tween Girls)"
Bill Watterson,4.9,2018,The Complete Calvin and Hobbes
"de la Cruz, Melissa",4.6,47,Escape from the Isle of the Lost: A Descendants Novel (The Descendants)
Greg McKeown,4.6,1554,Essentialism: The Disciplined Pursuit of Less
Timothy Ferriss,4.4,5182,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich"
Katrin Davidsdottir,4.8,7,Dottir: My Journey to Becoming a Two-Time CrossFit Games Champion
Soraya M. Lane,4.6,106,The Girls of Pearl Harbor
Kay Winters,4.4,68,This School Year Will Be the BEST!
Joanna Gaines,4.8,225,We Are the Gardeners
Roger Price,4.8,355,Mad Libs on the Road
C. S. Lewis,4.6,2337,The Screwtape Letters
Rodman Philbrick,4.6,596,Freak the Mighty (Scholastic Gold)
Allen Carr,4.7,1420,Allen Carr's Easy Way To Stop Smoking
"Agassi Ph.D., Martine",4.5,579,Hands Are Not for Hitting (Board Book) (Best Behavior Series)
Kaplan Test Prep,4.6,140,ASVAB Prep Plus 2018-2019: 6 Practice Tests + Proven Strategies + Online + Video (Kaplan Test Prep)
J.K. Rowling,4.8,564,"Harry Potter and the Prisoner of Azkaban: The Illustrated Edition (Harry Potter, Book 3)"
David Lagercrantz,N/A,0,"The Girl Who Lived Twice: A Lisbeth Salander novel, continuing Stieg Larsson's Millennium Series"
Gregory Boyle,4.8,702,Tattoos on the Heart: The Power of Boundless Compassion
Penelope Sky,3.6,34,The Scotch Series Boxset: Contemporary Dark Romance
Yann Martel,4.4,6777,Life of Pi
Pete Buttigieg,4.8,509,Shortest Way Home: One Mayor's Challenge and a Model for America's Future
"Greene PhD, Ross W.",4.6,397,"Explosive Child, The: A New Approach For Understanding And Parenting Easily Frustrated, Chronically Inflexible Children"
Andrzej Sapkowski,4.6,1476,The Last Wish: Introducing the Witcher
Meredith Jacobs,4.8,813,"Just Between Us: Mother & Daughter: A No-Stress, No-Rules Journal (Activity Journal for Teen Girls and Moms, Diary for Tween Girls)"
Nielson Phu,4.9,193,The College Panda's SAT Writing: Advanced Guide and Workbook
Mark Pett,4.6,360,The Girl Who Never Made Mistakes
Rupi Kaur,4.6,1279,The Sun and Her Flowers
"Van Ness, Jonathan",N/A,0,Over the Top: A Raw Journey to Self-Love
Kendra Elliot,4.8,584,A Merciful Promise (Mercy Kilpatrick Book 6)
Anne Frank,4.6,2035,Anne Frank: The Diary of a Young Girl
Michael Kracht,4.4,716,"ABC's for Boys (Alphabet Book, Baby Book, Children's Book, Toddler Book)"
Shelly Westerhausen,4.3,77,"Platters and Boards: Beautiful, Casual Spreads for Every Occasion (Appetizer Cookbooks, Dinner Party Planning Books, Food Presentation Books)"
David G. Myers,4.3,36,Myers' Psychology for the Ap(r) Course
Patrick Radden Keefe,4.6,287,Say Nothing: A True Story of Murder and Memory in Northern Ireland
Laurel Randolph,4.0,2857,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals
David L. Roll,4.6,11,George Marshall: Defender of the Republic
DK,4.8,1422,My First Touch and Feel Picture Cards: First Words (My 1st T&F Picture Cards)
Octavia E. Butler,4.6,1348,Kindred
Emmeline Bloom,3.9,5,Lesson Planner: Teacher Agenda For Class Organization and Planning | Weekly and Monthly Academic Year (July - August) | Blue Floral (2019-2020)
James Dean,4.9,1251,Pete the Cat: I Love My White Shoes
Ibram X. Kendi,4.7,330,Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner)
Brené Brown,4.6,1069,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone
James Dean,5.0,6,Pete the Kitty's First Day of Preschool (Pete the Cat)
Anna Todd,4.6,282,After We Fell (The After Series Book 3)
Melody Beattie,4.8,1422,The Language of Letting Go: Daily Meditations for Codependents (Hazelden Meditation Series)
Dawn McMillan,4.5,661,I Need a New Butt!
Brad Thor,4.6,859,Spymaster: A Thriller (The Scot Harvath Series Book 18)
J.K. Rowling,4.8,1155,Hogwarts Library (Harry Potter)
David Allen,4.4,719,Getting Things Done: The Art of Stress-Free Productivity
Stephen C. Yeazell,5.0,1,"Federal Rules of Civil Procedure: With Selected Statutes and Other Materials, 2019 (Supplements)"
Martha Hall Kelly,4.6,6003,Lilac Girls: A Novel
James Stewart,3.9,141,Calculus: Early Transcendentals
iClicker,4.3,78,iClicker2 Student Remote and Reef 6m Packaging
Ben Shapiro,4.8,749,The Right Side of History: How Reason and Moral Purpose Made the West Great
Liv Constantine,4.2,1480,The Last Mrs. Parrish
Emerson Eggerichs,4.6,2711,Love & Respect: The Love She Most Desires; The Respect He Desperately Needs
Michael Crichton,3.9,1927,A Case of Need: A Novel
Meg Jay,4.7,971,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now
Michelle Alexander,4.7,2980,The New Jim Crow:  Mass Incarceration in the Age of Colorblindness
Adam Higginbotham,4.8,408,Midnight in Chernobyl
Stassi Schroeder,4.3,369,Next Level Basic: The Definitive Basic Bitch Handbook
"Snowden MA, Samantha",4.5,48,Anger Management Workbook for Kids: 50 Fun Activities to Help Children Stay Calm and Make Better Choices When They Feel Mad
Jo Nesbo,4.6,149,Knife: A New Harry Hole Novel (Harry Hole Series)
Steve Harvey,4.5,4602,"Act Like a Lady, Think Like a Man, Expanded Edition: What Men Really Think About Love, Relationships, Intimacy, and Commitment"
Andrew Yang,4.8,302,The War on Normal People: The Truth About America's Disappearing Jobs and Why Universal Basic Income Is Our Future
American Medical Association,3.0,112,CPT 2019 (CPT / Current Procedural Terminology (Professional Edition))
Diane Alber,4.9,57,Sticks
