authors,avg_rating,ratings_count,title
Grant Achatz,4.5,41,The Aviary Cocktail Book
J. Ryan Stradal,4.7,39,The Lager Queen of Minnesota: A Novel
"Halter PhD  APRN, Margaret Jordan",4.0,46,Varcarolis' Foundations of Psychiatric-Mental Health Nursing: A Clinical Approach
Handwriting Time,4.7,375,Lots and Lots of Letter Tracing Practice!
J.K. Rowling,4.9,1028,"Harry Potter and the Chamber of Secrets: The Illustrated Edition (Harry Potter, Book 2)"
Danielle Walker,4.8,424,"Danielle Walker's Eat What You Love: Everyday Comfort Food You Crave; Gluten-Free, Dairy-Free, and Paleo Recipes: A C ookbook"
Dan Green,4.7,772,How to Draw 101 Animals
"Burns PhD  RN  CPNP-PC  FAAN, Catherine E.",4.1,61,Pediatric Primary Care
Kaplan Test Prep,4.4,47,SAT Prep Plus 2020: 5 Practice Tests + Proven Strategies + Online (Kaplan Test Prep)
Derek Munson,4.9,227,"Enemy Pie : (Reading Rainbow Book, Children’s Book about Kindness, Kids Books about Learning)"
"Perry RN  PhD  FAAN, Shannon E.",4.0,123,Maternal Child Nursing Care
Scholastic,4.7,254,Wipe Clean Workbook: Pre-K (Scholastic Early Learners)
Matt Maiocco,5.0,11,Letters to 87
Alvin Schwartz,4.7,415,Scary Stories to Tell in the Dark Series: More Scary Stories to Tell in the Dark; Scary Stories to Tell in the Dark 3 (Book sets for Kids: Grade 3 and Up) by Alvin Schwartz (1981) Paperback
Liz Williams,4.1,89,"Keto Meal Prep: Lose Weight, Save Time, and Feel Your Best on the Ketogenic Diet"
Suzanne Collins,4.7,25411,The Hunger Games: Special Edition
Max Monroe,4.6,308,My Brother's Billionaire Best Friend
Dr. Seuss,4.7,1176,Happy Birthday to You!
Daniel Lipkowitz,4.2,1920,The Lego Ideas Book: Unlock Your Imagination
"Ku M.A., Richard",3.5,11,Barron's SAT Subject Test: Math Level 2 with Online Tests (Barron's Test Prep)
Liv Constantine,4.2,1480,The Last Mrs. Parrish
Richard Scarry,4.9,1129,Richard Scarry's Cars and Trucks and Things That Go
Richard N. Bolles,3.9,42,What Color Is Your Parachute? 2019: A Practical Manual for Job-Hunters and Career-Changers
Dav Pilkey,4.9,416,Dog Man: The Epic Collection: From the Creator of Captain Underpants (Dog Man #1-3 Boxed Set)
Nicholas A. Christakis,4.5,33,Blueprint: The Evolutionary Origins of a Good Society
Alex Hirsch,4.8,1789,Gravity Falls: Journal 3
Bonnie Worth,4.8,310,Oh Say Can You Say Di-no-saur?: All About Dinosaurs (Cat in the Hat's Learning Library)
Nic Stone,4.8,323,Dear Martin
Dr. Lynda Madison,4.8,601,The Feelings Book (Revised): The Care and Keeping of Your Emotions
Wizards RPG Team,N/A,0,Dungeons & Dragons Baldur's Gate: Descent Into Avernus Hardcover Book (D&D Adventure)
Peter Brown,4.8,455,The Wild Robot
Martha R. Taylor,4.1,39,Campbell Biology: Concepts & Connections
Karen Frazier,4.8,363,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals
Joyce Meyer,4.8,3663,Battlefield of the Mind: Winning the Battle in Your Mind
"Criado Perez, Caroline",4.7,33,Invisible Women: Data Bias in a World Designed for Men
Crystal Chatterton,4.7,173,Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work
Ernest Cline,4.6,19039,Ready Player One
Tomi Adeyemi,4.7,2070,Children of Blood and Bone
David Baldacci,N/A,0,A Minute to Midnight (An Atlee Pine Thriller Book 2)
Benjamin Dreyer,4.5,315,Dreyer's English: An Utterly Correct Guide to Clarity and Style
Joseph W. Glannon,4.8,6,Examples & Explanations for Civil Procedure
Emily Jensen,N/A,0,Risen Motherhood: Gospel Hope for Everyday Moments
Max Lucado,4.7,803,Anxious for Nothing: Finding Calm in a Chaotic World
Liz Williams,4.1,89,"Keto Meal Prep: Lose Weight, Save Time, and Feel Your Best on the Ketogenic Diet"
Suzanne Collins,4.7,25411,The Hunger Games: Special Edition
Max Monroe,4.6,308,My Brother's Billionaire Best Friend
Max Monroe,4.6,308,My Brother's Billionaire Best Friend
Dr. Seuss,4.7,1176,Happy Birthday to You!
Daniel Lipkowitz,4.2,1920,The Lego Ideas Book: Unlock Your Imagination
"Ku M.A., Richard",3.5,11,Barron's SAT Subject Test: Math Level 2 with Online Tests (Barron's Test Prep)
Richard Scarry,4.9,1129,Richard Scarry's Cars and Trucks and Things That Go
Richard N. Bolles,3.9,42,What Color Is Your Parachute? 2019: A Practical Manual for Job-Hunters and Career-Changers
John Locke,4.2,18,Size Matters
Dav Pilkey,4.9,416,Dog Man: The Epic Collection: From the Creator of Captain Underpants (Dog Man #1-3 Boxed Set)
Nicholas A. Christakis,4.5,33,Blueprint: The Evolutionary Origins of a Good Society
Alex Hirsch,4.8,1789,Gravity Falls: Journal 3
Carsten Jensen,3.7,20,The First Stone
Bonnie Worth,4.8,310,Oh Say Can You Say Di-no-saur?: All About Dinosaurs (Cat in the Hat's Learning Library)
Nic Stone,4.8,323,Dear Martin
Dr. Lynda Madison,4.8,601,The Feelings Book (Revised): The Care and Keeping of Your Emotions
Wizards RPG Team,N/A,0,Dungeons & Dragons Baldur's Gate: Descent Into Avernus Hardcover Book (D&D Adventure)
Martin Kleppmann,4.7,175,"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems"
Wizards RPG Team,N/A,0,Dungeons & Dragons Baldur's Gate: Descent Into Avernus Hardcover Book (D&D Adventure)
Martin Kleppmann,4.7,175,"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems"
Oprah Winfrey,4.3,304,The Path Made Clear: Discovering Your Life's Direction and Purpose
Casey McQuiston,4.7,566,"Red, White & Royal Blue: A Novel"
Chanel Cleeton,4.4,835,Next Year in Havana
Willard A. Palmer,4.6,1124,"Alfred's Basic Adult All-in-One Course, Book 1: Learn How to Play Piano with Lesson, Theory and Technic: Lesson, Theory, Technique (Alfred's Basic Adult Piano Course)"
David Wallace-Wells,4.3,316,The Uninhabitable Earth: Life After Warming
Jared Chapman,4.4,21,Fruits in Suits
Wizards RPG Team,4.6,321,Curse of Strahd: A Dungeons & Dragons Sourcebook
Jocko Willink,4.8,307,The Dichotomy of Leadership: Balancing the Challenges of Extreme Ownership to Lead and Win
Warren Sharp,4.2,48,Warren Sharp's 2019 Football Preview
Marc Franklin,4.5,5,Tort Law and Alternatives: Cases and Materials (University Casebook Series)
Tao Le,3.8,29,"First Aid for the USMLE Step 2 CK, Tenth Edition"
James Patterson,N/A,0,The 19th Christmas (Women's Murder Club)
Joy-Ann Reid,4.0,71,The Man Who Sold America: Trump and the Unraveling of the American Story
Jesse Dukeminier,3.5,7,Property [Connected Casebook] (Aspen Casebook)
James Patterson,N/A,0,The 19th Christmas (Women's Murder Club)
Joy-Ann Reid,4.0,71,The Man Who Sold America: Trump and the Unraveling of the American Story
Jesse Dukeminier,3.5,7,Property [Connected Casebook] (Aspen Casebook)
Laurie Halse Anderson,4.5,1746,Speak
Napoleon Hill,4.6,277,"Think and Grow Rich: The Original, an Official Publication of The Napoleon Hill Foundation"
Steven Rinella,4.9,500,The MeatEater Fish and Game Cookbook: Recipes and Techniques for Every Hunter and Angler
John C. P. Goldberg,4.2,17,Tort Law: Responsibilities and Redress [Connected Casebook] (Aspen Casebook)
Bob Sornson,4.7,158,The Juice Box Bully: Empowering Kids to Stand Up for Others
"Gray Morris RN  BSN  MA  LNC, Deborah C.",4.7,24,Calculate with Confidence
Diana Hacker,4.2,158,A Writer's Reference
Penelope Sky,4.7,228,The Wolf and the Sheep
James Patterson,3.3,467,"Filthy Rich: A Powerful Billionaire, the Sex Scandal that Undid Him, and All the Justice that Money Can Buy: The Shocking True Story of Jeffrey Epstein"
Project Management Institute,3.7,95,A Guide to the Project Management Body of Knowledge (PMBOK(R) Guide-Sixth Edition / Agile Practice Guide Bundle (Pmbok Guide)
Jonathan Cahn,N/A,0,The Oracle: The Jubilean Mysteries Unveiled
Jodi Picoult,4.7,8377,Small Great Things: A Novel
Stephen K. Rose,4.8,109,The Peach Truck Cookbook: 100 Delicious Recipes for All Things Peach
Gertrude Chandler Warner,4.7,633,The Boxcar Children Books 1-4
Wendy Ewald,4.8,106,The Best Part of Me: Children Talk About their Bodies in Pictures and Words
Cotter Smith,4.4,2770,The Millionaire Next Door: The Surprising Secrets of America's Rich
Dave Canterbury,4.5,1631,Bushcraft 101: A Field Guide to the Art of Wilderness Survival
Lili Valente,4.5,230,The Baby Maker (The Hunter Brothers Book 1)
Joshua Dressler,N/A,0,Cases and Materials on Criminal Law (American Casebook Series)
Susan Orlean,4.2,862,The Library Book
Jack Carr,4.9,100,"True Believer: A Novel (Terminal List, Book 2)"
Fredrik Backman,4.6,16773,A Man Called Ove: A Novel
Piggyback,4.5,589,The Legend of Zelda: Breath of the Wild The Complete Official Guide: -Expanded Edition
Natasha Daniels,4.7,31,"Social Skills Activities for Kids: 50 Fun Exercises for Making Friends, Talking and Listening, and Understanding Social Rules"
Bret Contreras,N/A,0,Glute Lab: The Art and Science of Strength and Physique Training
Lippincott,4.5,15,Nursing2020 Drug Handbook
Janine Halloran,4.4,47,"Coping Skills for Kids Workbook: Over 75 Coping Strategies to Help Kids Deal with Stress, Anxiety and Anger"
Conde Nast,4.3,9,Vogue
Aaron Zenz,4.5,1160,The Hiccupotamus
Kristen Ashley,4.6,153,Quiet Man: A Dream Man Novella
Anna Todd,4.5,342,After Ever Happy (4) (The After Series)
Wizards RPG Team,N/A,0,Dungeons & Dragons Essentials Kit (D&D Boxed Set)
Inglath Cooper,4.3,1705,That Month in Tuscany
Brandi Brucks,4.4,649,Potty Training in 3 Days: The Step-by-Step Plan for a Clean Break from Dirty Diapers
Kazuo Ishiguro,3.7,1875,Never Let Me Go
Nancy Linde,4.5,606,"399 Games, Puzzles & Trivia Challenges Specially Designed to Keep Your Brain Young."
Diane Alber,4.8,51,Scribble Stones
Peter G. Northouse,3.9,39,Leadership: Theory and Practice
"Buttaro PhD  ANP-BC  GNP-BC  CEN  FAANP  FNAP, Terry Mahan",4.4,60,Primary Care: A Collaborative Practice
Mercer Mayer,4.8,725,The New Baby
Francis Chan,4.8,508,Letters to the Church
Chimamanda Ngozi Adichie,4.5,4113,Americanah
Pema Chodron,4.6,1105,When Things Fall Apart: Heart Advice for Difficult Times
Esther Perel,4.5,599,Mating in Captivity: Reconciling the Erotic & the Domestic
Adam Rex,4.3,85,School's First Day of School
Michael Bungay Stanier,4.6,1396,"The Coaching Habit: Say Less, Ask More & Change the Way You Lead Forever"
Marc Sumerak,N/A,0,Star Wars: The Secrets of the Jedi
Danielle Steel,4.5,191,Lost and Found: A Novel
Inc. BarCharts,4.4,134,Ti 84 Plus Calculator (Quick Study Academic)
Robert Kirkman,4.8,5,The Walking Dead Volume 32
Priscilla Shirer,4.9,2913,"Fervent: A Woman's Battle Plan to Serious, Specific and Strategic Prayer"
"Ball RN  DrPH  CPNP, Jane W.",2.5,30,Seidel's Guide to Physical Examination: An Interprofessional Approach (Mosby's Guide to Physical Examination)
Jean Fischer,4.9,441,I Prayed for You
Peter H. Reynolds,4.6,16,Say Something
Bill O'Reilly,N/A,0,The United States of Trump: How the President Really Sees America
William Shakespeare,4.5,1348,Romeo and Juliet (Folger Shakespeare Library)
Karina Bliss,4.0,17,Mr Imperfect: Lost Boys #1
Kath Stathers,4.3,67,The Bucket List: 1000 Adventures Big & Small
Gerald Corey,4.4,87,Theory and Practice of Counseling and Psychotherapy
"Hoffman PhD  RN  ANEF, Janice",3.6,56,Davis Advantage for Medical-Surgical Nursing: Making Connections to Practice
Celeste Ng,4.1,4621,Everything I Never Told You: A Novel
Douglas Preston,N/A,0,Old Bones (Nora Kelly Book 1)
Veronica Wagner,4.6,35,Peppa Pig - Moonlight Bright Sound Book and Flashlight Set - PI Kids
Parragon Books,4.4,94,A Collection of Stories for 2 Year Olds
Christopher Greyson,4.3,1429,The Girl Who Lived
Raina Telgemeier,4.8,227,The Baby-Sitters Club Graphix #1-4 Box Set: Full-Color Edition
Elizabeth Kolbert,4.5,1716,The Sixth Extinction: An Unnatural History
Shawn Achor,4.7,1218,The Happiness Advantage: How a Positive Brain Fuels Success in Work and Life
J.R.R. Tolkien,4.5,2444,The Hobbit and The Lord of the Rings: Deluxe Pocket Boxed Set
Laura Hillenbrand,4.8,532,Unbroken (The Young Adult Adaptation): An Olympian's Journey from Airman to Castaway to Captive
John C. Bogle,4.6,227,The Little Book of Common Sense Investing: The Only Way to Guarantee Your Fair Share of Stock Market Returns (Little Books. Big Profits)
Shannon Boodram,5.0,53,The Game of Desire: 5 Surprising Secrets to Dating with Dominance - and Getting What You Want
Kentaro Miura,4.8,105,Berserk Deluxe Volume 1
Lane Rebelo,4.8,114,Baby Sign Language Made Easy: 101 Signs to Start Communicating with Your Child Now
Brené Brown,4.6,818,"I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough"""
Grant Cardone,4.6,1379,The 10X Rule: The Only Difference Between Success and Failure
Erica L. Meltzer,4.3,70,"4th Edition, The Ultimate Guide to SAT Grammar"
The Editors of Draft Engine,3.9,3,Draft Engine Fantasy Football 2019
Karen Abbott,4.4,27,"The Ghosts of Eden Park: The Bootleg King, the Women Who Pursued Him, and the Murder That Shocked Jazz-Age America"
Gary Chapman,4.3,53,The 5 Languages of Appreciation in the Workplace: Empowering Organizations by Encouraging People
Gaia Cornwall,4.9,121,Jabari Jumps
Rick Steves,4.5,83,Rick Steves Ireland 2019
Jordan P. Novak,4.1,15,Mosquitoes Can't Bite Ninjas
Elans Journal,4.4,112,"Sketch Book: 8.5"" X 11"", Personalized Artist Sketchbook: 109 pages, Sketching, Drawing and Creative Doodling. Notebook and Sketchbook to Draw and Journal (Workbook and Handbook)"
"Townsend DSN  PMHCNS-BC, Mary C.",4.2,130,Psychiatric Mental Health Nursing: Concepts of Care in Evidence-Based Practice
Charles King,4.0,2,"Gods of the Upper Air: How a Circle of Renegade Anthropologists Reinvented Race, Sex, and Gender in the Twentieth Century"
Anthony T. Kronman,N/A,0,The Assault on American Excellence
Uncle Amon,4.6,19,"Primary Journal: Early Creative Story Book for Kids, Grades K-2"
"Mindful Kids: 50 Mindfulness Activities for Kindness , Focus and Calm",4.7,132,"Mindful Kids: 50 Mindfulness Activities for Kindness , Focus and Calm"
Stuart Woods,3.5,5,Contraband (A Stone Barrington Novel Book 50)
Rick Steves,4.7,97,Rick Steves Paris 2019
Beth Duke,4.5,269,It All Comes Back to You: A Book Club Recommendation!
Matthew Desmond,4.6,1268,Evicted: Poverty and Profit in the American City
Yaa Gyasi,4.5,1959,Homegoing
"Silvestri PhD  RN, Linda Anne",4.5,63,Saunders Comprehensive Review for the NCLEX-PN (Saunders Comprehensive Review for Nclex-Pn)
"Melnyk PhD  RN  CPNP/PMHNP  FNAP, Bernadette Mazurek",3.9,12,Evidence-Based Practice in Nursing & Healthcare: A Guide to Best Practice
Joel Fuhrman,4.5,4235,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition"
Ron Chernow,4.7,4332,Alexander Hamilton
Rhys Bowen,4.3,4107,The Tuscan Child
Test Prep Books,4.7,136,HESI A2 Study Guide 2019 & 2020: HESI Admission Assessment Exam Review 2019-2020 4th Edition & Practice Test Questions
Douglas Preston,N/A,0,Old Bones (Nora Kelly Book 1)
Veronica Wagner,4.6,35,Peppa Pig - Moonlight Bright Sound Book and Flashlight Set - PI Kids
Parragon Books,4.4,94,A Collection of Stories for 2 Year Olds
Christopher Greyson,4.3,1429,The Girl Who Lived
Raina Telgemeier,4.8,227,The Baby-Sitters Club Graphix #1-4 Box Set: Full-Color Edition
Teresa Hill,4.6,34,"Dangerous To Trust (Spies, Lies & Lovers - Book 1)"
Elizabeth Kolbert,4.5,1716,The Sixth Extinction: An Unnatural History
Shawn Achor,4.7,1218,The Happiness Advantage: How a Positive Brain Fuels Success in Work and Life
J.R.R. Tolkien,4.5,2444,The Hobbit and The Lord of the Rings: Deluxe Pocket Boxed Set
Christopher Paul Curtis,4.6,839,"Bud, Not Buddy"
Scott Abernathy,5.0,1,American Government: Stories of a Nation: For the AP® Course
Wizards RPG Team,4.2,348,Sword Coast Adventurer's Guide (Dungeons & Dragons)
Herve Tullet,4.7,535,"Mix It Up (Interactive Books for Toddlers, Learning Colors for Toddlers, Preschool and Kindergarten Reading Books)"
Brighter Child,4.3,636,"Carson Dellosa - Colors and Shapes Flash Cards - 54 Cards for Toddler / Preschool Learning, Skill Development and Identification, Ages 4+ (Brighter Child Flash Cards)"
Janet A. Meyer,4.7,506,Brain Quest Workbook: Grade 3
Phil Steele,4.7,12,Phil Steele's 2019 College Football Preview - National Cover
Amanda Doster,5.0,25,Millions of Pennies Worth
Anna Dewdney,4.7,1158,Llama Llama Red Pajama
Jones & Bartlett Learning,4.7,253,"Ugly's Electrical References, 2017 Edition"
Brian L. Weiss,4.7,2529,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past-Life Therapy That Changed Both Their Lives"
Yuval Noah Harari,4.4,1493,Homo Deus: A Brief History of Tomorrow
Leanne Vogel,4.4,2330,"The Keto Diet: The Complete Guide to a High-Fat Diet, with More Than 125 Delectable Recipes and 5 Meal Plans to Shed Weight, Heal Your Body, and Regain Confidence"
Nora Roberts,4.7,1234,"Of Blood and Bone: Chronicles of The One, Book 2"
Merriam-Webster,4.6,123,"Merriam-Webster's Elementary Dictionary, New Edition (c) 2019"
Mike Donehey,5.0,65,Finding God's Life for My Will: His Presence Is the Plan
Rick Steves,4.5,83,Rick Steves Ireland 2019
Jordan P. Novak,4.1,15,Mosquitoes Can't Bite Ninjas
Elans Journal,4.4,112,"Sketch Book: 8.5"" X 11"", Personalized Artist Sketchbook: 109 pages, Sketching, Drawing and Creative Doodling. Notebook and Sketchbook to Draw and Journal (Workbook and Handbook)"
"Townsend DSN  PMHCNS-BC, Mary C.",4.2,130,Psychiatric Mental Health Nursing: Concepts of Care in Evidence-Based Practice
Charles King,4.0,2,"Gods of the Upper Air: How a Circle of Renegade Anthropologists Reinvented Race, Sex, and Gender in the Twentieth Century"
Anthony T. Kronman,N/A,0,The Assault on American Excellence
Uncle Amon,4.6,19,"Primary Journal: Early Creative Story Book for Kids, Grades K-2"
"Mindful Kids: 50 Mindfulness Activities for Kindness , Focus and Calm",4.7,132,"Mindful Kids: 50 Mindfulness Activities for Kindness , Focus and Calm"
Stuart Woods,3.5,5,Contraband (A Stone Barrington Novel Book 50)
Rick Steves,4.7,97,Rick Steves Paris 2019
Cixin Liu,4.2,2126,The Three-Body Problem (Remembrance of Earth's Past Book 1)
Beth Duke,4.5,269,It All Comes Back to You: A Book Club Recommendation!
Matthew Desmond,4.6,1268,Evicted: Poverty and Profit in the American City
Rachael Lippincott,4.6,180,Five Feet Apart
Ian Kerner,4.4,1041,She Comes First: The Thinking Man's Guide to Pleasuring a Woman (Kerner)
"Ornish M.D., Dean",4.5,139,Undo It!: How Simple Lifestyle Changes Can Reverse Most Chronic Diseases
Nivaldo J. Tro,3.9,95,Chemistry: A Molecular Approach (4th Edition)
School Zone,4.7,393,"School Zone - Hidden Pictures Around the World Workbook - Ages 5 and Up, Hidden Objects, Hidden Picture Puzzles, Geography, Global Awareness, and More (School Zone Activity Zone® Workbook Series)"
Erin C. Amerman,3.7,36,"Exploring Anatomy & Physiology in the Laboratory, 3e"
Ravi Zacharias,4.5,58,The Logic of God: 52 Christian Essentials for the Heart and Mind
"Saladin Dr., Kenneth S.",4.1,48,Anatomy & Physiology: The Unity of Form and Function
"Damour Ph.D., Lisa",4.8,497,Untangled: Guiding Teenage Girls Through the Seven Transitions into Adulthood
Diane Alber,4.8,42,A Little SPOT of Kindness!
Brianna Caplan Sayres,4.8,1596,Where Do Diggers Sleep at Night?
"Mason MS, Paul",4.5,910,Stop Walking on Eggshells: Taking Your Life Back When Someone You Care About Has Borderline Personality Disorder
Angie Smith,4.7,479,Seamless: Understanding the Bible as One Complete Story (Member Book)
Papeterie Bleu,3.4,54,"Chaos Coordinator: 2019-2020 Weekly Planner: July 1, 2019 to June 30, 2020: Weekly & Monthly View Planner, Organizer & Diary: Modern Florals in Pink Blue & Yellow 7257"
Amy Knapp,4.8,483,2020 Amy Knapp's Big Grid Family Organizer Wall Calendar: August 2019-December 2020
Marcus Aurelius,4.4,1964,Meditations: A New Translation
Dashka Slater,4.5,151,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives
D.K. Hood,4.5,80,Whisper in the Night: An absolutely heart-stopping serial killer thriller (Detectives Kane and Alton Book 6)
"LaCharity PhD  RN, Linda A.",4.5,387,"Prioritization, Delegation, and Assignment: Practice Exercises for the NCLEX Examination"
Brighter Child,4.3,636,"Carson Dellosa - Colors and Shapes Flash Cards - 54 Cards for Toddler / Preschool Learning, Skill Development and Identification, Ages 4+ (Brighter Child Flash Cards)"
Janet A. Meyer,4.7,506,Brain Quest Workbook: Grade 3
Phil Steele,4.7,12,Phil Steele's 2019 College Football Preview - National Cover
Amanda Doster,5.0,25,Millions of Pennies Worth
Anna Dewdney,4.7,1158,Llama Llama Red Pajama
Jones & Bartlett Learning,4.7,253,"Ugly's Electrical References, 2017 Edition"
Brian L. Weiss,4.7,2529,"Many Lives, Many Masters: The True Story of a Prominent Psychiatrist, His Young Patient, and the Past-Life Therapy That Changed Both Their Lives"
Linda Coles,4.6,69,"Hey You, Pretty Face (Jack Rutherford and Amanda Lacey Book 6)"
Yuval Noah Harari,4.4,1493,Homo Deus: A Brief History of Tomorrow
Leanne Vogel,4.4,2330,"The Keto Diet: The Complete Guide to a High-Fat Diet, with More Than 125 Delectable Recipes and 5 Meal Plans to Shed Weight, Heal Your Body, and Regain Confidence"
Nora Roberts,4.7,1234,"Of Blood and Bone: Chronicles of The One, Book 2"
Merriam-Webster,4.6,123,"Merriam-Webster's Elementary Dictionary, New Edition (c) 2019"
Mike Donehey,5.0,65,Finding God's Life for My Will: His Presence Is the Plan
Dr.Seuss,4.8,1462,Green Eggs and Ham
Stephen King,4.4,4101,The Outsider
Advanced Cardiovascular Life Support (ACLS) Provider Manual,4.6,330,Advanced Cardiovascular Life Support (ACLS) Provider Manual
Maya Angelou,4.7,1222,I Know Why the Caged Bird Sings
Kobi Yamada,4.8,66,"What You Do Matters Boxed Set — Featuring all three New York Times best sellers (What Do You Do With an Idea?, What Do You Do With a Problem?, and What Do You Do With a Chance?)"
Mary Pipher,3.9,220,Women Rowing North: Navigating Life’s Currents and Flourishing As We Age
Mitch Albom,4.8,3888,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson, 20th Anniversary Edition"
"Townsend DSN  PMHCNS-BC, Mary C.",3.6,50,Essentials of Psychiatric Mental Health Nursing: Concepts of Care in Evidence-Based Practice
David L. Nelson,3.7,33,Lehninger Principles of Biochemistry
Mittie Hellmich,4.6,740,"The Ultimate Bar Book: The Comprehensive Guide to Over 1,000 Cocktails (Cocktail Book, Bartender Book, Mixology Book, Mixed Drinks Recipe Book)"
Robie H. Harris,4.0,389,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health (The Family Library)"
Associated Press,4.9,14,The Associated Press Stylebook 2019: and Briefing on Media Law
Tom Brady,4.2,624,The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance
"Nussbaumer Knaflic, Cole",4.6,337,Storytelling with Data: A Data Visualization Guide for Business Professionals
Mary Shelley,4.2,2555,Frankenstein
Monica Sweeney,4.8,74,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals)
Chip Heath,4.7,306,The Power of Moments: Why Certain Experiences Have Extraordinary Impact
Sheryl Browne,3.9,38,The Marriage Trap: A completely addictive psychological thriller
Mark Rippetoe,4.8,1509,"Starting Strength:  Basic Barbell Training, 3rd edition"
Nivaldo J. Tro,3.9,95,Chemistry: A Molecular Approach (4th Edition)
School Zone,4.7,393,"School Zone - Hidden Pictures Around the World Workbook - Ages 5 and Up, Hidden Objects, Hidden Picture Puzzles, Geography, Global Awareness, and More (School Zone Activity Zone® Workbook Series)"
Erin C. Amerman,3.7,36,"Exploring Anatomy & Physiology in the Laboratory, 3e"
Ravi Zacharias,4.5,58,The Logic of God: 52 Christian Essentials for the Heart and Mind
"Saladin Dr., Kenneth S.",4.1,48,Anatomy & Physiology: The Unity of Form and Function
"Damour Ph.D., Lisa",4.8,497,Untangled: Guiding Teenage Girls Through the Seven Transitions into Adulthood
Diane Alber,4.8,42,A Little SPOT of Kindness!
Brianna Caplan Sayres,4.8,1596,Where Do Diggers Sleep at Night?
"Mason MS, Paul",4.5,910,Stop Walking on Eggshells: Taking Your Life Back When Someone You Care About Has Borderline Personality Disorder
Angie Smith,4.7,479,Seamless: Understanding the Bible as One Complete Story (Member Book)
Papeterie Bleu,3.4,54,"Chaos Coordinator: 2019-2020 Weekly Planner: July 1, 2019 to June 30, 2020: Weekly & Monthly View Planner, Organizer & Diary: Modern Florals in Pink Blue & Yellow 7257"
Amy Knapp,4.8,483,2020 Amy Knapp's Big Grid Family Organizer Wall Calendar: August 2019-December 2020
Marcus Aurelius,4.4,1964,Meditations: A New Translation
Dashka Slater,4.5,151,The 57 Bus: A True Story of Two Teenagers and the Crime That Changed Their Lives
D.K. Hood,4.5,80,Whisper in the Night: An absolutely heart-stopping serial killer thriller (Detectives Kane and Alton Book 6)
"LaCharity PhD  RN, Linda A.",4.5,387,"Prioritization, Delegation, and Assignment: Practice Exercises for the NCLEX Examination"
